dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,cost,C,T0,H,nK,total_target_ratio,online_ratio,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,initialization_non_target_pulls,modified_reward_count,target_reward_sum,cost_definition,allocation_json,online_counts_json,exploratory_counts_json,initialization_counts_json,reward_sums_json,observed_reward_sums_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,16,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95418,0.9996919522525991,28,0,28,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[5, 1, 5, 3, 3, 2, 3, 3, 3, 90867]","[5, 1, 5, 3, 3, 2, 3, 3, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3168161622,0.0011122079886263236,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,16,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99992,99992,0,100000,0,8e-05,8e-05,99992,99891,92,9,20232,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99902, 12, 11, 12, 17, 8, 10, 8, 12, 8]","[10, 11, 10, 11, 16, 7, 9, 7, 11, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20186.0, 2.0, 3.0, 5.0, 7.0, 5.0, 7.0, 6.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1193829089,0.0020244579936843365,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,17,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95425,0.9997689641894494,21,0,21,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[1, 1, 4, 2, 3, 1, 2, 2, 5, 90874]","[1, 1, 4, 2, 3, 1, 2, 2, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",4151166557,0.0010201249970123172,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,17,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99993,99993,0,100000,0,7e-05,7e-05,99993,99907,77,9,20014,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99916, 15, 11, 8, 6, 8, 5, 11, 13, 7]","[8, 14, 10, 7, 5, 7, 4, 10, 12, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19978.0, 3.0, 5.0, 1.0, 4.0, 5.0, 2.0, 7.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3543576814,0.002078999998047948,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,18,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.9543,0.999823972715771,16,0,16,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[1, 1, 0, 1, 2, 5, 2, 0, 4, 90879]","[1, 1, 0, 1, 2, 5, 2, 0, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",546775884,0.0010127909918082878,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,18,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99985,99985,0,100000,0,0.00015,0.00015,99985,99895,81,9,19827,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99901, 10, 11, 11, 11, 8, 12, 12, 9, 15]","[5, 9, 10, 10, 10, 7, 11, 11, 8, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19781.0, 4.0, 3.0, 4.0, 5.0, 6.0, 7.0, 10.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3567490357,0.002120125005603768,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,19,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.9542,0.9997139556631278,26,0,26,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[4, 5, 5, 3, 0, 3, 0, 5, 1, 90869]","[4, 5, 5, 3, 0, 3, 0, 5, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1337481665,0.001036874993587844,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,19,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99983,99983,0,100000,0,0.00017,0.00017,99983,99909,65,9,20033,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99916, 5, 10, 8, 9, 8, 11, 10, 6, 17]","[6, 4, 9, 7, 8, 7, 10, 9, 5, 16]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19997.0, 1.0, 4.0, 6.0, 4.0, 4.0, 7.0, 5.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",886329862,0.0020221250015310943,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,20,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95426,0.9997799658947136,20,0,20,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[2, 2, 0, 5, 1, 3, 2, 2, 3, 90875]","[2, 2, 0, 5, 1, 3, 2, 2, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3427653893,0.0010218329989584163,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,20,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99986,99986,0,100000,0,0.00014,0.00014,99986,99909,68,9,19986,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99920, 6, 10, 7, 7, 9, 7, 11, 9, 14]","[10, 5, 9, 6, 6, 8, 6, 10, 8, 13]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19952.0, 0.0, 1.0, 4.0, 4.0, 5.0, 3.0, 10.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",331852542,0.0020049580052727833,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,21,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95421,0.9997249573683921,25,0,25,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[1, 4, 1, 2, 7, 3, 5, 2, 0, 90870]","[1, 4, 1, 2, 7, 3, 5, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",429280971,0.0010202499979641289,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,21,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99992,99992,0,100000,0,8e-05,8e-05,99992,99877,106,9,19889,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99889, 11, 10, 9, 17, 21, 15, 10, 10, 8]","[11, 10, 9, 8, 16, 20, 14, 9, 9, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19836.0, 3.0, 3.0, 6.0, 4.0, 13.0, 10.0, 7.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",749633058,0.002060707993223332,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,22,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95428,0.9998019693052423,18,0,18,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[2, 3, 3, 1, 1, 3, 1, 2, 2, 90877]","[2, 3, 3, 1, 1, 3, 1, 2, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",4136790233,0.0010428329987917095,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,22,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99991,99991,0,100000,0,9e-05,9e-05,99991,99908,74,9,19890,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99919, 10, 8, 4, 7, 12, 10, 8, 13, 9]","[10, 9, 7, 3, 6, 11, 9, 7, 12, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19846.0, 3.0, 1.0, 3.0, 6.0, 7.0, 6.0, 6.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",2424560405,0.002002458000788465,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,23,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95421,0.9997249573683921,25,0,25,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[2, 3, 4, 2, 1, 2, 5, 4, 2, 90870]","[2, 3, 4, 2, 1, 2, 5, 4, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",2523168448,0.0010209580068476498,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,23,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,1278,1278,0,100000,0,0.98722,0.98722,1278,1177,92,9,274,389.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1191, 8, 13, 11, 10, 14, 7, 10, 14, 98722]","[13, 7, 12, 10, 9, 13, 6, 9, 13, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[223.0, 1.0, 5.0, 4.0, 5.0, 12.0, 5.0, 8.0, 11.0, 389.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 389.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1052722631,0.0014345829986268654,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,24,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95429,0.9998129710105066,17,0,17,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[1, 3, 3, 2, 1, 4, 0, 1, 2, 90878]","[1, 3, 3, 2, 1, 4, 0, 1, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",2780339508,0.0011542499996721745,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,24,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99990,99990,0,100000,0,0.0001,0.0001,99990,99888,93,9,20072,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99899, 12, 11, 16, 12, 8, 15, 12, 5, 10]","[10, 11, 10, 15, 11, 7, 14, 11, 4, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20022.0, 1.0, 3.0, 10.0, 6.0, 6.0, 10.0, 12.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3895391838,0.002056333003565669,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,25,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95421,0.9997249573683921,25,0,25,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[2, 1, 2, 3, 6, 4, 5, 0, 2, 90870]","[2, 1, 2, 3, 6, 4, 5, 0, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1062382869,0.001017999995383434,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,25,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99985,99985,0,100000,0,0.00015,0.00015,99985,99917,59,9,20182,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99919, 8, 5, 5, 12, 9, 10, 14, 3, 15]","[1, 7, 4, 4, 11, 8, 9, 13, 2, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20148.0, 1.0, 2.0, 1.0, 7.0, 5.0, 5.0, 11.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1890797854,0.0020020000083604828,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,26,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95425,0.9997689641894494,21,0,21,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[3, 3, 2, 2, 3, 2, 2, 3, 1, 90874]","[3, 3, 2, 2, 3, 2, 2, 3, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",565223577,0.0010160000092582777,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,26,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99993,99993,0,100000,0,7e-05,7e-05,99993,99905,79,9,20052,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99912, 9, 8, 12, 10, 12, 14, 10, 6, 7]","[6, 8, 7, 11, 9, 11, 13, 9, 5, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20006.0, 1.0, 4.0, 7.0, 4.0, 7.0, 12.0, 6.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",451482247,0.002063624997390434,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,27,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95428,0.9998019693052423,18,0,18,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[2, 2, 1, 3, 3, 0, 0, 2, 5, 90877]","[2, 2, 1, 3, 3, 0, 0, 2, 5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1243521699,0.001047292011207901,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,27,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99993,99993,0,100000,0,7e-05,7e-05,99993,99912,72,9,20063,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99923, 4, 12, 5, 9, 11, 11, 11, 7, 7]","[10, 3, 11, 4, 8, 10, 10, 10, 6, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20028.0, 1.0, 5.0, 1.0, 3.0, 5.0, 6.0, 7.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",2833716131,0.0019884579960489646,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,28,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95422,0.9997359590736564,24,0,24,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[4, 3, 1, 0, 2, 3, 2, 3, 6, 90871]","[4, 3, 1, 0, 2, 3, 2, 3, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3682656136,0.0010205419966951013,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,28,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99989,99989,0,100000,0,0.00011,0.00011,99989,99900,80,9,20306,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99913, 10, 8, 10, 7, 5, 9, 15, 12, 11]","[12, 9, 7, 9, 6, 4, 8, 14, 11, 10]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20261.0, 2.0, 2.0, 5.0, 2.0, 2.0, 6.0, 15.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",2330245754,0.0019945410022046417,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,29,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95422,0.9997359590736564,24,0,24,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[5, 1, 1, 1, 4, 6, 3, 3, 0, 90871]","[5, 1, 1, 1, 4, 6, 3, 3, 0, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1320154149,0.0010475830058567226,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,29,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99993,99993,0,100000,0,7e-05,7e-05,99993,99916,68,9,19901,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99925, 7, 5, 10, 11, 11, 9, 9, 6, 7]","[8, 6, 4, 9, 10, 10, 8, 8, 5, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19868.0, 1.0, 1.0, 3.0, 6.0, 5.0, 7.0, 7.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",1135626052,0.002140542012057267,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,30,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95428,0.9998019693052423,18,0,18,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[3, 1, 1, 3, 5, 0, 3, 1, 1, 90877]","[3, 1, 1, 3, 5, 0, 3, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",964521053,0.0010374999983469024,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,30,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99987,99987,0,100000,0,0.00013,0.00013,99987,99893,85,9,20067,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99906, 10, 5, 11, 8, 17, 13, 9, 8, 13]","[12, 9, 4, 10, 7, 16, 12, 8, 7, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[20026.0, 3.0, 1.0, 3.0, 3.0, 9.0, 9.0, 7.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",572948441,0.0020441249944269657,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,31,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95419,0.9997029539578635,27,0,27,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[3, 4, 4, 4, 2, 3, 3, 2, 2, 90868]","[3, 4, 4, 4, 2, 3, 3, 2, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",370261777,0.0010185419960180297,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,100000,10,31,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,99991,99991,0,100000,0,9e-05,9e-05,99991,99900,82,9,20027,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[99909, 8, 11, 16, 8, 12, 7, 11, 9, 9]","[8, 7, 10, 15, 7, 11, 6, 10, 8, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[19986.0, 1.0, 3.0, 7.0, 3.0, 7.0, 5.0, 6.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3076690233,0.0020220830047037452,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,100000,10,32,1.0,0.05,0.00395184115477351,0.045497252664309304,0.08685889638065036,23,9105,9105,9105,90895,4551,0.95425,0.9997689641894494,21,0,21,0,0,,injected samples,"[506, 506, 506, 506, 506, 506, 506, 506, 506, 4551]","[1, 2, 3, 1, 3, 5, 3, 2, 1, 90874]","[1, 2, 3, 1, 3, 5, 3, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00395184115477351]",3349547435,0.00113704199611675,simulated
